10,"※大項目","地域コード","地域識別コード","境域年次(2010)","境域年次(2000)","","人口　平成22年　(a)","人口　平成17年（組替） 2)","平成17年〜22年の人口増減数 2)","平成17年〜22年の人口増減率（％） 2)","面積（km2）　(b) 1)2)","人口密度"
3526,"","37202","9","","2000","　　(旧 202 丸亀市)",82274,81467,807,0.9905851449,64.59,1273.8
3527,"","37202","9","","2000","　　(旧 384 綾歌町)",11035,11316,-281,-2.4832096147,27.15,406.4
3528,"","37202","9","","2000","　　(旧 385 飯山町)",17164,17302,-138,-0.7975956537,20.03,856.9
3529,"","37203","2","2010","2000","坂出市",55621,57266,-1645,-2.8725596340,92.46,601.6
3530,"","37204","2","2010","2000","善通寺市",33817,35495,-1678,-4.7274263981,39.88,848.0
3531,"","37205","2","2010","","観音寺市",62690,65226,-2536,-3.8880201147,117.47,533.7
3532,"","37205","9","","2000","　　(旧 205 観音寺市)",42452,44086,-1634,-3.7063920519,49.09,864.8
3533,"","37205","9","","2000","　　(旧 424 大野原町)",12243,12586,-343,-2.7252502781,51.66,237.0
3534,"","37205","9","","2000","　　(旧 428 豊浜町)",7995,8554,-559,-6.5349544073,16.69,479.0
3535,"","37206","2","2010","","さぬき市",53000,55754,-2754,-4.9395559063,158.90,333.5
3536,"","37206","9","","2000","　　(旧 304 津田町)",6976,7573,-597,-7.8832695101,13.69,509.6
3537,"","37206","9","","2000","　　(旧 305 大川町)",6228,6522,-294,-4.5078196872,34.54,180.3
3538,"","37206","9","","2000","　　(旧 306 志度町)",21298,22517,-1219,-5.4136874362,40.05,531.8
3539,"","37206","9","","2000","　　(旧 307 寒川町)",5742,6022,-280,-4.6496180671,23.10,248.6
3540,"","37206","9","","2000","　　(旧 308 長尾町)",12756,13120,-364,-2.7743902439,47.43,268.9
3541,"","37207","2","2010","","東かがわ市",33625,35929,-2304,-6.4126471652,153.35,219.3
3542,"","37207","9","","2000","　　(旧 301 引田町)",7434,8027,-593,-7.3875669615,48.18,154.3
3543,"","37207","9","","2000","　　(旧 302 白鳥町)",11440,12295,-855,-6.9540463603,70.59,162.1
3544,"","37207","9","","2000","　　(旧 303 大内町)",14751,15607,-856,-5.4847183956,34.42,428.6
3545,"","37208","2","2010","","三豊市",68512,71180,-2668,-3.7482438887,222.66,307.7
3546,"","37208","9","","2000","　　(旧 421 高瀬町)",15794,16437,-643,-3.9119060656,56.36,280.2
3547,"","37208","9","","2000","　　(旧 422 山本町)",7046,7409,-363,-4.8994466190,33.31,211.5
3548,"","37208","9","","2000","　　(旧 423 三野町)",9368,9561,-193,-2.0186172994,19.33,484.6
3549,"","37208","9","","2000","　　(旧 425 豊中町)",11421,11526,-105,-0.9109838626,19.91,573.6
3550,"","37208","9","","2000","　　(旧 426 詫間町)",14380,14935,-555,-3.7161031135,31.08,462.7
3551,"","37208","9","","2000","　　(旧 427 仁尾町)",6315,6796,-481,-7.0776927604,15.49,407.7
3552,"","37208","9","","2000","　　(旧 429 財田町)",4188,4516,-328,-7.2630646590,47.16,88.8
3553,"","37320","c","2010","2000","小豆郡",31275,33668,-2393,-7.1076393014,170.02,183.9
3554,"","37322","3","2010","2000","土庄町",15123,16411,-1288,-7.8483943696,74.39,203.3
3555,"","37324","3","2010","","小豆島町",16152,17257,-1105,-6.4031987020,95.63,168.9
3556,"","37324","9","","2000","　　(旧 321 内海町)",11080,11841,-761,-6.4268220589,61.52,180.1
3557,"","37324","9","","2000","　　(旧 323 池田町)",5072,5416,-344,-6.3515509601,34.07,148.9
3558,"","37340","c","2010","2000","木田郡",28464,28790,-326,-1.1323376172,75.78,375.6
3559,"","37341","3","2010","2000","三木町",28464,28790,-326,-1.1323376172,75.78,375.6
3560,"","37360","c","2010","2000","香川郡",3325,3538,-213,-6.0203504805,14.23,233.7
3561,"","37364","3","2010","2000","直島町",3325,3538,-213,-6.0203504805,14.23,233.7
3562,"","37380","c","2010","2000","綾歌郡",43059,43088,-29,-0.0673041218,117.74,365.7
3563,"","37386","3","2010","2000","宇多津町",18434,17460,974,5.5784650630,8.07,2284.3
3564,"","37387","3","2010","","綾川町",24625,25628,-1003,-3.9136881536,109.67,224.5
3565,"","37387","9","","2000","　　(旧 381 綾上町)",5979,6507,-528,-8.1143384048,71.20,84.0
3566,"","37387","9","","2000","　　(旧 382 綾南町)",18646,19121,-475,-2.4841796977,38.47,484.7
3567,"","37400","c","2010","2000","仲多度郡",52552,54256,-1704,-3.1406664701,227.13,231.4
3568,"","37403","3","2010","2000","琴平町",9967,10747,-780,-7.2578393970,8.46,1178.1
3569,"","37404","3","2010","2000","多度津町",23498,23613,-115,-0.4870198619,24.34,965.4
3570,"","37406","3","2010","","まんのう町",19087,19896,-809,-4.0661439485,194.33,98.2
3571,"","37406","9","","2000","　　(旧 401 琴南町)",2521,2866,-345,-12.0376831821,82.79,30.5
3572,"","37406","9","","2000","　　(旧 402 満濃町)",12346,12472,-126,-1.0102629891,53.24,231.9
3573,"","37406","9","","2000","　　(旧 405 仲南町)",4220,4558,-338,-7.4155331286,58.14,72.6
3574,"","38000","a","2010","2000","愛媛県",1431493,1467815,-36322,-2.4745625300,5678.18,252.1
3575,"","38001","b","2010","2000","愛媛県 市部",1292863,1320310,-27447,-2.0788299717,3968.33,325.8
3576,"","38002","b","2010","2000","愛媛県 郡部",138630,147505,-8875,-6.0167451951,1709.85,81.1
3577,"","38201","2","2010","","松山市",517231,514937,2294,0.4454913902,429.05,1205.5
3578,"","38201","9","","2000","　　(旧 201 松山市)",484908,481528,3380,0.7019321826,289.36,1675.8
3579,"","38201","9","","2000","　　(旧 211 北条市)",27698,27982,-284,-1.0149381745,102.13,271.2
3580,"","38201","9","","2000","　　(旧 363 中島町)",4625,5427,-802,-14.7779620416,37.28,124.1
3581,"","38202","2","2010","","今治市",166532,173983,-7451,-4.2826023232,419.89,396.6
3582,"","38202","9","","2000","　　(旧 202 今治市)",111136,115280,-4144,-3.5947258848,74.84,1485.0
3583,"","38202","9","","2000","　　(旧 341 朝倉村)",4557,4816,-259,-5.3779069767,31.27,145.7
3584,"","38202","9","","2000","　　(旧 342 玉川町)",5332,5649,-317,-5.6116126748,103.90,51.3
3585,"","38202","9","","2000","　　(旧 343 波方町)",9069,9426,-357,-3.7873965627,15.67,578.7
3586,"","38202","9","","2000","　　(旧 344 大西町)",8781,8704,77,0.8846507353,18.81,466.8
3587,"","38202","9","","2000","　　(旧 345 菊間町)",6582,7163,-581,-8.1111266229,36.97,178.0
3588,"","38202","9","","2000","　　(旧 346 吉海町)",4049,4399,-350,-7.9563537168,27.72,146.1
3589,"","38202","9","","2000","　　(旧 347 宮窪町)",3066,3391,-325,-9.5841934533,18.38,166.8
3590,"","38202","9","","2000","　　(旧 348 伯方町)",6936,7328,-392,-5.3493449782,20.85,332.7
3591,"","38202","9","","2000","　　(旧 353 上浦町)",3088,3385,-297,-8.7740029542,22.31,138.4
3592,"","38202","9","","2000","　　(旧 354 大三島町)",3406,3769,-363,-9.6312019103,43.32,78.6
3593,"","38202","9","","2000","　　(旧 355 関前村)",530,673,-143,-21.2481426449,5.52,96.0
3594,"","38203","2","2010","","宇和島市",84210,89444,-5234,-5.8517060954,469.58,179.3
3595,"","38203","9","","2000","　　(旧 203 宇和島市)",55195,57986,-2791,-4.8132307798,143.30,385.2
3596,"","38203","9","","2000","　　(旧 481 吉田町)",11180,12145,-965,-7.9456566488,48.14,232.2
3597,"","38203","9","","2000","　　(旧 482 三間町)",6115,6454,-339,-5.2525565541,56.91,107.5
3598,"","38203","9","","2000","　　(旧 486 津島町)",11720,12859,-1139,-8.8576094564,221.00,53.0
3599,"","38204","2","2010","","八幡浜市",38370,41264,-2894,-7.0133772780,133.03,288.4
3600,"","38204","9","","2000","　　(旧 204 八幡浜市)",28204,30857,-2653,-8.5977249895,95.91,294.1
3601,"","38204","9","","2000","　　(旧 441 保内町)",10166,10407,-241,-2.3157490151,37.01,274.7
3602,"","38205","2","2010","","新居浜市",121735,123952,-2217,-1.7885955854,234.30,519.6
3603,"","38205","9","","2000","　　(旧 205 新居浜市)",121562,123747,-2185,-1.7656993705,161.30,753.6
3604,"","38205","9","","2000","　　(旧 303 別子山村)",173,205,-32,-15.6097560976,73.00,2.4
3605,"","38206","2","2010","","西条市",112091,113371,-1280,-1.1290365261,509.07,220.2
3606,"","38206","9","","2000","　　(旧 206 西条市)",59492,58889,603,1.0239603322,229.77,258.9
3607,"","38206","9","","2000","　　(旧 212 東予市)",31030,31946,-916,-2.8673386339,73.89,419.9
3608,"","38206","9","","2000","　　(旧 321 小松町)",9048,9482,-434,-4.5770934402,76.26,118.6
3609,"","38206","9","","2000","　　(旧 323 丹原町)",12521,13054,-533,-4.0830396813,129.10,97.0
3610,"","38207","2","2010","","大洲市",47157,50786,-3629,-7.1456700666,432.20,109.1
3611,"","38207","9","","2000","　　(旧 207 大洲市)",36217,38458,-2241,-5.8271360965,240.99,150.3
3612,"","38207","9","","2000","　　(旧 421 長浜町)",7531,8449,-918,-10.8651911469,74.79,100.7
3613,"","38207","9","","2000","　　(旧 424 肱川町)",2536,2790,-254,-9.1039426523,63.30,40.1
3614,"","38207","9","","2000","　　(旧 425 河辺村)",873,1089,-216,-19.8347107438,53.12,16.4
3615,"","38210","2","2010","","伊予市",38017,39493,-1476,-3.7373711797,194.47,195.5
3616,"","38210","9","","2000","　　(旧 210 伊予市)",30069,30439,-370,-1.2155458458,56.88,528.6
3617,"","38210","9","","2000","　　(旧 404 中山町)",3534,4077,-543,-13.3186166299,75.42,46.9
3618,"","38210","9","","2000","　　(旧 405 双海町)",4414,4977,-563,-11.3120353627,62.17,71.0
3619,"","38213","2","2010","","四国中央市",90187,92854,-2667,-2.8722510608,420.50,214.5
3620,"","38213","9","","2000","　　(旧 208 川之江市)",35948,37284,-1336,-3.5833065122,69.25,519.1
3621,"","38213","9","","2000","　　(旧 209 伊予三島市)",36162,36789,-627,-1.7043137894,185.11,195.4
3622,"","38213","9","","2000","　　(旧 301 新宮村)",1363,1585,-222,-14.0063091483,78.82,17.3
3623,"","38213","9","","2000","　　(旧 302 土居町)",16714,17196,-482,-2.8029774366,86.68,192.8
3624,"","38214","2","2010","","西予市",42080,44948,-2868,-6.3807065943,514.79,81.7
3625,"","38214","9","","2000","　　(旧 445 三瓶町)",7790,8507,-717,-8.4283531210,41.36,188.3
3626,"","38214","9","","2000","　　(旧 461 明浜町)",3750,4182,-432,-10.3299856528,25.97,144.4
3627,"","38214","9","","2000","　　(旧 462 宇和町)",17234,17610,-376,-2.1351504827,132.53,130.0
3628,"","38214","9","","2000","　　(旧 463 野村町)",9373,10241,-868,-8.4757347915,187.60,50.0
3629,"","38214","9","","2000","　　(旧 464 城川町)",3933,4408,-475,-10.7758620690,127.31,30.9
3630,"","38215","2","2010","","東温市",35253,35278,-25,-0.0708656953,211.45,166.7
3631,"","38215","9","","2000","　　(旧 361 重信町)",24122,24132,-10,-0.0414387535,100.59,239.8
3632,"","38215","9","","2000","　　(旧 362 川内町)",11131,11146,-15,-0.1345774269,110.86,100.4
3633,"","38340","c","2010","2000","越智郡",7648,8098,-450,-5.5569276365,30.42,251.4
3634,"","38356","3","2010","","上島町",7648,8098,-450,-5.5569276365,30.42,251.4
3635,"","38356","9","","2000","　　(旧 349 魚島村)",228,278,-50,-17.9856115108,3.17,71.9
3636,"","38356","9","","2000","　　(旧 350 弓削町)",3404,3647,-243,-6.6630106937,11.76,289.5
3637,"","38356","9","","2000","　　(旧 351 生名村)",1705,1886,-181,-9.5970307529,3.87,440.6
3638,"","38356","9","","2000","　　(旧 352 岩城村)",2311,2287,24,1.0494097070,11.49,201.1
3639,"","38380","c","2010","2000","上浮穴郡",9644,10946,-1302,-11.8947560753,583.66,16.5
3640,"","38386","3","2010","","久万高原町",9644,10946,-1302,-11.8947560753,583.66,16.5
3641,"","38386","9","","2000","　　(旧 381 久万町)",6277,6876,-599,-8.7114601513,164.92,38.1
3642,"","38386","9","","2000","　　(旧 382 面河村)",644,779,-135,-17.3299101412,157.81,4.1
3643,"","38386","9","","2000","　　(旧 383 美川村)",1821,2164,-343,-15.8502772643,134.38,13.6
3644,"","38386","9","","2000","　　(旧 384 柳谷村)",902,1127,-225,-19.9645075421,126.55,7.1
3645,"","38400","c","2010","2000","伊予郡",52340,52988,-648,-1.2229183966,121.89,429.4
3646,"","38401","3","2010","2000","松前町",30359,30564,-205,-0.6707237273,20.32,1494.0
3647,"","38402","3","2010","","砥部町",21981,22424,-443,-1.9755618980,101.57,216.4
3648,"","38402","9","","2000","　　(旧 402 砥部町)",21129,21371,-242,-1.1323756492,57.20,369.4
3649,"","38402","9","","2000","　　(旧 403 広田村)",852,1053,-201,-19.0883190883,44.37,19.2
3650,"","38420","c","2010","2000","喜多郡",18045,19620,-1575,-8.0275229358,299.50,60.3
3651,"","38422","3","2010","","内子町",18045,19620,-1575,-8.0275229358,299.50,60.3
3652,"","38422","9","","2000","　　(旧 385 小田町)",2819,3371,-552,-16.3749629190,139.84,20.2
3653,"","38422","9","","2000","　　(旧 422 内子町)",9818,10559,-741,-7.0177100104,121.17,81.0
3654,"","38422","9","","2000","　　(旧 423 五十崎町)",5408,5690,-282,-4.9560632689,38.49,140.5
3655,"","38440","c","2010","2000","西宇和郡",10882,12095,-1213,-10.0289375775,94.39,115.3
3656,"","38442","3","2010","","伊方町",10882,12095,-1213,-10.0289375775,94.39,115.3
3657,"","38442","9","","2000","　　(旧 442 伊方町)",5553,6039,-486,-8.0476900149,28.62,194.0
3658,"","38442","9","","2000","　　(旧 443 瀬戸町)",2141,2410,-269,-11.1618257261,32.09,66.7
3659,"","38442","9","","2000","　　(旧 444 三崎町)",3188,3646,-458,-12.5617114646,33.62,94.8
3660,"","38480","c","2010","2000","北宇和郡",16010,17122,-1112,-6.4945683915,340.37,47.0
3661,"","38484","3","2010","2000","松野町",4377,4690,-313,-6.6737739872,98.50,44.4
3662,"","38488","3","2010","","鬼北町",11633,12432,-799,-6.4269626770,241.87,48.1
3663,"","38488","9","","2000","　　(旧 483 広見町)",10121,10696,-575,-5.3758414361,152.98,66.2
3664,"","38488","9","","2000","　　(旧 485 日吉村)",1512,1736,-224,-12.9032258065,88.89,17.0
3665,"","38500","c","2010","2000","南宇和郡",24061,26636,-2575,-9.6673674726,239.62,100.4
3666,"","38506","3","2010","","愛南町",24061,26636,-2575,-9.6673674726,239.62,100.4
3667,"","38506","9","","2000","　　(旧 501 内海村)",1786,2108,-322,-15.2751423150,19.73,90.5
3668,"","38506","9","","2000","　　(旧 502 御荘町)",8219,8959,-740,-8.2598504297,50.33,163.3
3669,"","38506","9","","2000","　　(旧 503 城辺町)",7886,8751,-865,-9.8845846189,75.36,104.6
3670,"","38506","9","","2000","　　(旧 504 一本松町)",3751,4031,-280,-6.9461672042,72.29,51.9
3671,"","38506","9","","2000","　　(旧 505 西海町)",2419,2787,-368,-13.2041621816,21.80,111.0
3672,"","39000","a","2010","2000","高知県",764456,796292,-31836,-3.9980308731,7105.16,107.6
3673,"","39001","b","2010","2000","高知県 市部",618174,637029,-18855,-2.9598338537,3077.12,200.9
3674,"","39002","b","2010","2000","高知県 郡部",146282,159263,-12981,-8.1506690192,4028.04,36.3
3675,"","39201","2","2010","","高知市",343393,348990,-5597,-1.6037708817,309.22,1110.5
3676,"","39201","9","","2000","　　(旧 201 高知市)",325197,330788,-5591,-1.6902064162,144.95,2243.5
3677,"","39201","9","","2000","　　(旧 361 鏡村)",1445,1566,-121,-7.7266922095,60.06,24.1
3678,"","39201","9","","2000","　　(旧 362 土佐山村)",972,1130,-158,-13.9823008850,59.22,16.4
3679,"","39201","9","","2000","　　(旧 383 春野町)",15779,15506,273,1.7606087966,44.94,351.1
3680,"","39202","2","2010","2000","室戸市",15210,17490,-2280,-13.0360205832,248.30,61.3
3681,"","39203","2","2010","2000","安芸市",19547,20348,-801,-3.9365048162,317.34,61.6
3682,"","39204","2","2010","2000","南国市",49472,50758,-1286,-2.5335907640,125.35,394.7
3683,"","39205","2","2010","2000","土佐市",28686,30011,-1325,-4.4150478158,91.59,313.2
3684,"","39206","2","2010","2000","須崎市",24698,26039,-1341,-5.1499673567,135.46,182.3
3685,"","39208","2","2010","2000","宿毛市",22610,24397,-1787,-7.3246710661,286.15,79.0
3686,"","39209","2","2010","2000","土佐清水市",16029,17281,-1252,-7.2449511024,266.56,60.1
3687,"","39210","2","2010","","四万十市",35933,37917,-1984,-5.2324814727,632.42,56.8
3688,"","39210","9","","2000","　　(旧 207 中村市)",32712,34346,-1634,-4.7574681186,384.50,85.1
3689,"","39210","9","","2000","　　(旧 426 西土佐村)",3221,3571,-350,-9.8011761411,248.00,13.0
3690,"","39211","2","2010","","香南市",33830,33541,289,0.8616320324,126.51,267.4
3691,"","39211","9","","2000","　　(旧 321 赤岡町)",3147,3324,-177,-5.3249097473,1.64,1918.9
3692,"","39211","9","","2000","　　(旧 322 香我美町)",6637,6288,349,5.5502544529,58.89,112.7
3693,"","39211","9","","2000","　　(旧 324 野市町)",18341,17759,582,3.2772115547,22.90,800.9
3694,"","39211","9","","2000","　　(旧 325 夜須町)",3812,4132,-320,-7.7444336883,39.04,97.6
3695,"","39211","9","","2000","　　(旧 327 吉川村)",1893,2038,-145,-7.1148184495,4.25,445.4
3696,"","39212","2","2010","","香美市",28766,30257,-1491,-4.9277853059,538.22,53.4
3697,"","39212","9","","2000","　　(旧 323 土佐山田町)",21474,22182,-708,-3.1917771166,116.46,184.4
3698,"","39212","9","","2000","　　(旧 326 香北町)",5037,5341,-304,-5.6918180116,130.37,38.6
3699,"","39212","9","","2000","　　(旧 328 物部村)",2255,2734,-479,-17.5201170446,291.12,7.7
3700,"","39300","c","2010","2000","安芸郡",18819,20502,-1683,-8.2089552239,563.34,33.4
3701,"","39301","3","2010","2000","東洋町",2947,3386,-439,-12.9651506202,74.10,39.8
3702,"","39302","3","2010","2000","奈半利町",3542,3727,-185,-4.9637778374,28.32,125.1
3703,"","39303","3","2010","2000","田野町",2932,3236,-304,-9.3943139679,6.56,447.0
3704,"","39304","3","2010","2000","安田町",2970,3297,-327,-9.9181073703,52.30,56.8
3705,"","39305","3","2010","2000","北川村",1367,1478,-111,-7.5101488498,196.91,6.9
3706,"","39306","3","2010","2000","馬路村",1013,1170,-157,-13.4188034188,165.52,6.1
3707,"","39307","3","2010","2000","芸西村",4048,4208,-160,-3.8022813688,39.63,102.1
3708,"","39340","c","2010","2000","長岡郡",8822,9866,-1044,-10.5817960673,449.15,19.6
3709,"","39341","3","2010","2000","本山町",4103,4374,-271,-6.1957018747,134.21,30.6
3710,"","39344","3","2010","2000","大豊町",4719,5492,-773,-14.0750182083,314.94,15.0
3711,"","39360","c","2010","2000","土佐郡",4769,5170,-401,-7.7562862669,307.39,15.5
3712,"","39363","3","2010","2000","土佐町",4358,4632,-274,-5.9153713299,212.11,20.5
3713,"","39364","3","2010","2000","大川村",411,538,-127,-23.6059479554,95.28,4.3
3714,"","39380","c","2010","2000","吾川郡",31562,34415,-2853,-8.2899898300,803.67,39.3
